,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
918,50,RM,98,8820,Pave,NA,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,3,3,1,2,1088,1,0,0,1088,GasA,3,Y,4,1188,561,120,1869,0,0,1,0,2,1,3,7,5,0,0,Detchd,1963,1,2,456,3,3,1,48,0,244,0,0,0,0,1,NA,0,9,2009,WD ,124900
919,30,RL,0,6615,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,1022,1022,GasA,3,N,3,1432,0,0,1432,0,0,1,0,3,1,4,6,5,1,4,BuiltIn,1923,1,1,216,2,3,1,266,61,0,0,0,0,0,2,NA,0,9,2009,WD ,149000
920,20,RL,65,8773,Pave,NA,4,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,4,3,PConc,4,3,3,6,24,1,0,1390,1414,GasA,5,Y,4,1414,0,0,1414,0,0,2,0,3,1,4,6,5,0,0,Attchd,2004,2,2,494,3,3,1,132,105,0,0,0,0,0,0,NA,0,5,2010,WD ,185500
921,20,RL,0,11088,Pave,NA,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,None,0,4,3,PConc,4,3,1,6,872,1,0,476,1348,GasA,5,Y,4,1358,0,0,1358,1,0,1,1,1,1,4,5,5,1,3,Attchd,2002,1,2,418,3,3,1,68,166,0,0,0,0,0,0,NA,0,6,2006,WD ,220000
922,20,RL,76,9158,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140,4,3,PConc,4,3,3,1,0,1,0,1496,1496,GasA,5,Y,4,1496,0,0,1496,0,0,2,0,3,1,4,7,5,0,0,Attchd,2007,3,2,474,3,3,1,168,130,0,0,0,0,0,0,NA,0,6,2007,New,225000
923,20,RL,57,8280,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,1,0,1,0,932,932,GasA,5,Y,3,932,0,0,932,0,0,1,0,2,1,4,4,5,1,4,Attchd,1950,1,1,306,3,3,1,0,0,214,0,0,0,0,4,NA,0,11,2007,WD ,124000
924,90,RL,60,8544,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,N,3,1040,0,0,1040,0,0,2,0,2,2,3,6,5,0,0,Detchd,1987,1,2,400,3,3,1,0,0,0,0,0,0,0,0,NA,0,6,2009,WD ,92900
925,30,RM,50,8635,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,2,BrkTil,3,3,1,2,134,1,0,938,1072,GasA,3,Y,4,1072,0,0,1072,1,0,1,0,2,1,3,5,5,0,0,Detchd,1982,1,5,1184,2,3,1,0,0,105,0,0,0,0,0,NA,0,8,2009,WD ,126500
926,20,RL,0,12735,Pave,NA,3,Lvl,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,4,600,1,0,264,864,GasA,3,Y,4,864,0,0,864,0,0,1,0,3,1,3,5,5,0,0,Detchd,1980,1,2,576,3,3,1,216,0,0,0,0,0,0,1,NA,0,4,2008,COD,111250
927,60,RL,0,11000,Pave,NA,4,Lvl,4,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,4,3,PConc,4,3,1,1,0,1,0,969,969,GasA,5,Y,4,997,1288,0,2285,0,0,2,1,4,1,4,8,5,1,3,BuiltIn,2000,3,3,648,3,3,1,0,56,0,0,0,0,0,0,NA,0,6,2007,WD ,248000
928,20,RL,69,7590,Pave,NA,4,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,1,0,1,0,1117,1117,GasA,5,Y,4,1117,0,0,1117,0,0,1,0,3,1,3,6,5,0,0,Attchd,1963,1,1,264,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2008,COD,136870
929,120,RM,37,4435,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,4,3,PConc,4,3,3,6,717,1,0,131,848,GasA,5,Y,4,848,0,0,848,1,0,1,0,1,1,4,4,5,0,0,Attchd,2003,3,2,420,3,3,1,140,0,0,0,0,0,0,0,NA,0,4,2006,WD ,133000
930,20,RL,72,10152,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,3,3,CBlock,3,3,1,4,586,1,0,462,1048,GasA,3,Y,4,1048,0,0,1048,1,0,1,0,3,1,3,6,5,0,0,Attchd,1956,1,1,286,3,3,1,0,20,0,0,192,0,0,0,NA,0,6,2007,WD ,135000
931,20,RL,68,10295,Pave,NA,4,Lvl,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72,3,3,CBlock,4,3,2,3,252,1,0,684,936,GasA,3,Y,4,936,0,0,936,0,0,1,0,2,1,3,4,5,0,0,Attchd,1969,1,1,288,3,3,1,16,0,0,0,0,0,0,0,NA,0,9,2008,COD,111900
932,20,RL,70,7763,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,1,3,504,4,108,319,931,GasA,3,Y,4,1283,0,0,1283,1,0,1,0,3,1,3,6,5,0,0,Detchd,1980,1,2,506,3,3,1,0,0,0,0,0,0,0,0,NA,0,10,2008,WD ,140000
933,50,RL,80,17120,Pave,NA,4,Lvl,4,Inside,3,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,Y,4,1120,468,0,1588,0,0,2,0,4,1,3,7,4,1,4,Detchd,1991,3,2,680,3,3,0,0,59,0,0,0,0,0,0,NA,0,7,2008,WD ,134432
934,20,RL,81,13870,Pave,NA,3,HLS,4,Inside,3,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250,5,3,PConc,5,3,4,6,1152,1,0,590,1742,GasA,5,Y,4,2042,0,0,2042,1,0,2,0,3,1,5,8,5,1,4,Attchd,2007,3,3,724,3,3,1,240,52,0,0,174,0,0,0,NA,0,10,2007,New,455000
935,60,RL,92,10120,Pave,NA,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391,4,3,PConc,4,3,1,6,740,1,0,425,1165,GasA,5,Y,4,1203,1323,0,2526,1,0,2,1,4,1,4,8,5,1,3,Attchd,1994,2,3,844,3,3,1,309,78,0,0,0,0,0,0,NA,0,12,2006,WD ,290000
936,60,RL,47,10820,Pave,NA,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,4,6,342,1,0,646,988,GasA,5,Y,4,988,885,0,1873,0,0,2,1,3,1,4,7,5,1,3,Attchd,1999,2,2,597,3,3,1,202,123,0,0,0,0,0,0,NA,0,3,2007,WD ,235500
937,50,RM,60,9600,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,3,381,1,0,399,780,GasA,5,Y,4,940,476,0,1416,0,1,1,0,3,1,4,7,5,0,0,Detchd,1956,1,2,400,3,3,1,0,24,0,0,0,0,0,0,NA,0,6,2006,WD ,156500
938,60,RL,0,8121,Pave,NA,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,953,953,GasA,5,Y,4,953,711,0,1664,0,0,2,1,3,1,3,7,5,1,3,Attchd,2000,2,2,460,3,3,1,100,40,0,0,0,0,0,0,NA,0,1,2006,WD ,172400
939,20,FV,95,11639,Pave,NA,4,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,,0,4,3,PConc,4,3,1,1,0,1,0,1428,1428,GasA,5,Y,4,1428,0,0,1428,0,0,2,0,3,1,4,6,5,0,0,Attchd,2007,3,2,480,3,3,1,0,120,0,0,0,0,0,0,NA,0,12,2008,New,182000
940,20,RL,121,13758,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430,5,3,PConc,5,3,4,6,1232,1,0,560,1792,GasA,5,Y,4,1792,0,0,1792,1,0,2,0,2,1,4,6,5,1,4,Attchd,2005,2,3,925,3,3,1,204,49,0,0,0,0,0,0,NA,0,3,2006,New,372397
941,60,RL,0,9771,Pave,NA,1,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190,4,3,PConc,4,3,1,2,779,1,0,298,1077,GasA,5,Y,4,1093,1721,0,2814,0,1,2,1,4,1,4,9,5,1,3,BuiltIn,1995,3,2,614,3,3,1,48,32,0,0,216,0,0,4,NA,0,6,2008,WD ,260000
942,30,RM,50,9000,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,610,610,GasA,5,N,3,819,0,0,819,0,0,1,0,2,1,4,4,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,9,2006,WD ,72000
943,190,RM,60,10320,Pave,Grvl,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0,2,2,PConc,3,2,1,1,0,1,0,536,536,GasA,5,N,2,808,536,0,1344,0,0,2,0,3,2,3,8,5,0,0,NA,0,0,0,0,0,0,0,42,0,204,0,0,0,0,0,NA,0,5,2008,WD ,82375
944,80,RL,0,10448,Pave,NA,3,Lvl,4,Corner,3,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,3,3,CBlock,3,3,1,1,0,1,0,689,689,GasA,3,Y,4,1378,741,0,2119,0,0,2,1,3,1,3,7,5,1,3,Attchd,1972,2,2,583,3,3,1,0,104,0,0,0,0,0,4,NA,0,8,2009,COD,158000
945,50,RM,50,8635,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,4,336,6,41,295,672,GasA,3,Y,4,1072,213,0,1285,1,0,1,0,2,1,3,6,4,0,0,Detchd,1948,1,1,240,3,3,1,0,0,0,0,0,0,0,3,NA,0,1,2008,WD ,127000
946,20,RL,83,11980,Pave,NA,4,Low,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177,4,3,CBlock,4,3,4,6,1433,1,0,0,1433,GasA,5,Y,4,1433,0,0,1433,1,0,1,1,1,1,4,4,5,2,3,Attchd,1987,2,2,528,4,4,1,0,278,0,0,266,0,0,3,NA,0,6,2010,WD ,270000
947,50,RL,79,12327,Pave,NA,3,Low,4,Inside,3,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,4,3,4,6,1441,1,0,55,1496,GasA,5,Y,4,1496,636,0,2132,1,0,1,1,1,1,4,5,4,1,4,BuiltIn,1983,3,2,612,4,3,1,349,40,0,0,0,0,0,0,NA,0,9,2009,WD ,316600
948,80,RL,124,11512,Pave,NA,3,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,3,3,CBlock,3,3,3,5,719,1,0,300,1019,GasA,4,Y,4,1357,0,0,1357,1,0,1,0,2,1,5,5,5,1,4,Basment,1959,2,1,312,3,3,1,0,0,0,0,163,0,0,4,NA,0,5,2008,WD ,177000
949,20,RL,90,14684,Pave,NA,3,Lvl,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234,4,3,CBlock,4,3,2,5,485,4,177,1496,2158,GasA,4,Y,4,2196,0,0,2196,0,0,2,0,3,1,4,7,5,1,3,Attchd,1990,2,3,701,3,3,1,84,70,0,0,0,0,0,0,NA,0,6,2009,WD ,271900
950,160,RM,0,2665,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,4,3,2,1,0,1,0,264,264,GasA,3,Y,4,616,688,0,1304,0,0,1,1,3,1,3,4,5,1,4,BuiltIn,1976,3,1,336,3,3,1,141,24,0,0,0,0,0,0,NA,0,6,2008,WD ,115000
951,70,RM,50,5250,Pave,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,BrkTil,3,2,1,2,259,1,0,425,684,OthW,2,N,4,938,1215,205,2358,0,0,2,0,4,1,3,8,5,0,0,NA,0,0,0,0,0,0,1,0,54,20,0,0,0,0,0,NA,0,12,2008,WD ,122000
952,20,RL,70,18044,Pave,NA,3,HLS,4,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,None,0,4,3,CBlock,4,3,1,1,0,1,0,279,279,GasA,4,Y,4,2726,0,0,2726,0,0,2,1,2,1,4,6,5,1,4,Attchd,1986,3,2,691,4,4,1,216,64,169,0,0,228,5,0,NA,0,8,2007,WD ,315000
953,60,RL,79,9245,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,1,0,1,0,939,939,GasA,5,Y,4,939,858,0,1797,0,0,2,1,3,1,4,8,5,0,0,Attchd,2006,2,2,639,3,3,1,144,53,0,0,0,0,0,0,NA,0,4,2007,WD ,213500
954,20,RL,60,7200,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,Y,2,1040,0,0,1040,0,0,1,0,2,1,3,5,5,0,0,Detchd,1950,1,2,625,3,3,1,0,0,0,0,0,0,0,0,NA,0,6,2006,WD ,109500
955,20,RM,50,6000,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,5,104,4,169,516,789,GasA,5,Y,4,789,0,0,789,0,0,1,0,2,1,3,5,5,0,0,Detchd,1948,1,1,250,3,3,1,0,0,0,0,0,0,0,0,NA,0,4,2008,WD ,115000
956,120,FV,34,3628,Pave,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1143,1143,GasA,5,Y,4,1143,0,0,1143,0,0,1,1,1,1,4,5,5,1,4,Attchd,2004,2,2,588,3,3,1,0,191,0,0,0,0,0,0,NA,0,5,2006,WD ,176400
957,20,RL,0,9156,Pave,NA,3,Lvl,4,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,1,0,1,0,1489,1489,GasA,4,Y,4,1489,0,0,1489,0,0,2,0,3,1,4,7,5,1,4,Attchd,1968,2,2,462,3,3,1,0,0,0,0,0,0,0,0,NA,0,8,2009,WD ,185750
958,60,RL,73,9066,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,4,3,PConc,4,3,2,6,668,1,0,336,1004,GasA,5,Y,4,1004,848,0,1852,0,0,2,1,3,1,4,7,5,2,3,Attchd,1999,3,3,660,3,3,1,224,106,0,0,0,0,0,4,NA,0,12,2008,WD ,230000
959,20,RL,64,6410,Pave,NA,4,HLS,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,1,1,0,1,0,960,960,GasA,5,Y,4,960,0,0,960,0,0,1,0,3,1,3,5,5,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NA,0,5,2010,WD ,90000
960,60,RL,313,63887,Pave,NA,1,Bnk,4,Corner,3,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796,5,3,PConc,5,3,4,6,5644,1,0,466,6110,GasA,5,Y,4,4692,950,0,5642,2,0,2,1,3,1,5,12,5,3,4,Attchd,2008,3,2,1418,3,3,1,214,292,0,0,0,480,4,0,NA,0,1,2008,New,160000
961,85,RL,54,7244,Pave,NA,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,4,3,3,5,619,1,0,149,768,GasA,5,Y,4,768,0,0,768,1,0,1,0,2,1,3,5,5,0,0,Detchd,1987,1,2,624,3,3,1,104,0,0,0,0,0,0,0,NA,0,4,2007,WD ,129500
962,20,RL,72,10152,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,3,4,914,1,0,210,1124,GasA,5,Y,4,1124,0,0,1124,1,0,1,0,3,1,3,6,5,1,3,Attchd,1956,3,1,353,3,3,1,0,211,180,0,142,0,0,0,NA,0,5,2006,WD ,153000
963,160,FV,30,3000,Pave,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,4,3,PConc,4,3,3,6,294,1,0,318,612,GasA,5,Y,4,612,612,0,1224,0,0,2,1,2,1,4,4,5,0,0,Detchd,2009,2,2,528,3,3,1,0,234,0,0,0,0,0,0,NA,0,6,2009,New,173733
964,20,RL,63,7500,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1100,1100,GasA,5,Y,4,1100,0,0,1100,0,0,1,1,3,1,3,6,5,0,0,NA,0,0,0,0,0,0,1,0,136,0,0,0,0,0,0,NA,0,6,2007,New,146000
965,50,RL,120,17360,Pave,NA,4,Lvl,4,Corner,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340,3,4,CBlock,3,3,1,3,300,1,0,482,782,GasA,3,Y,4,1019,537,0,1556,0,0,2,0,3,1,3,6,5,1,4,Attchd,1949,1,2,470,3,3,1,0,0,150,0,0,0,0,0,NA,0,1,2010,WD ,172500
966,80,RL,0,15957,Pave,NA,3,Low,4,Corner,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0,3,3,PConc,4,3,4,6,1148,1,0,96,1244,GasA,3,Y,4,1356,0,0,1356,2,0,2,0,3,1,3,6,5,1,3,Attchd,1977,3,2,528,3,3,1,1424,0,0,0,0,0,0,3,NA,0,9,2007,WD ,188000
967,20,RL,80,9600,Pave,NA,4,Lvl,4,FR2,3,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,4,5,978,1,0,284,1262,GasA,5,Y,4,1262,0,0,1262,0,1,2,0,3,1,3,6,5,1,3,Attchd,1976,2,2,460,3,3,1,298,0,0,0,0,0,0,0,NA,0,5,2007,WD ,181500
968,60,RL,43,10667,Pave,NA,2,Lvl,4,CulDSac,3,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,6,385,5,344,70,799,GasA,5,Y,4,827,834,0,1661,1,0,2,1,3,1,4,6,5,1,3,Attchd,1996,2,2,550,3,3,1,158,61,0,0,0,0,0,0,NA,0,4,2009,ConLw,212000
969,60,RL,81,10530,Pave,NA,4,Lvl,4,Inside,3,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68,3,3,CBlock,3,3,1,1,0,1,0,945,945,GasA,3,Y,4,945,912,0,1857,0,0,2,1,4,1,3,8,5,1,3,Attchd,1978,2,2,482,3,3,1,400,105,0,0,0,0,0,4,NA,0,7,2006,WD ,188900
970,20,RL,50,5000,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0,2,2,CBlock,2,2,1,2,299,1,0,367,666,GasA,2,N,4,666,0,0,666,0,1,1,0,2,1,4,4,5,0,0,NA,0,0,0,0,0,0,0,0,52,0,0,0,0,0,3,NA,0,4,2007,WD ,64500
971,60,RL,0,17082,Pave,NA,3,Low,4,CulDSac,3,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288,3,3,PConc,4,3,3,5,964,1,0,153,1117,GasA,5,Y,4,1117,864,0,1981,1,0,2,1,4,1,4,8,5,1,3,Attchd,1978,3,2,522,3,3,1,336,104,0,0,0,0,0,0,NA,0,5,2010,WD ,230000
972,50,RL,74,16287,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,3,1,5,130,4,105,666,901,GasA,3,Y,4,901,450,0,1351,1,0,1,0,3,1,3,7,5,1,4,Detchd,1975,1,2,576,3,3,0,0,0,43,0,100,0,0,0,NA,0,7,2007,WD ,122000
973,20,RL,65,11050,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,2,488,1,0,517,1005,GasA,5,Y,4,1005,0,0,1005,0,0,1,0,2,1,3,6,5,1,3,Attchd,1956,1,1,319,3,3,1,0,0,0,0,288,0,0,0,NA,0,7,2006,WD ,133500
974,50,RM,60,10440,Pave,Grvl,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,4,4,BrkTil,4,3,1,2,493,1,0,1017,1510,GasW,5,Y,4,1584,1208,0,2792,0,0,2,0,5,1,3,8,3,2,3,Detchd,1920,1,2,520,2,3,1,0,547,0,0,480,0,0,3,Shed,1150,6,2008,WD ,256000
975,160,RM,41,2665,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,4,3,1,5,318,1,0,232,550,GasA,3,Y,4,925,550,0,1475,0,0,2,0,4,1,3,6,5,1,3,Attchd,1976,1,1,336,3,3,1,92,26,0,0,0,0,0,0,NA,0,5,2008,WD ,129500
976,20,RL,80,10389,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320,4,3,PConc,4,3,1,6,1682,1,0,296,1978,GasA,5,Y,4,1978,0,0,1978,1,0,2,1,3,1,4,8,5,1,4,Attchd,2003,2,3,850,3,3,1,188,25,0,0,0,0,0,0,NA,0,5,2010,WD ,318000
977,20,RL,70,9658,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383,4,3,PConc,4,3,1,1,0,1,0,1598,1598,GasA,4,Y,4,1606,0,0,1606,0,0,2,0,3,1,4,6,5,1,4,Attchd,2006,2,3,871,3,3,1,230,60,0,0,0,0,0,0,NA,0,7,2009,WD ,255900
978,20,RL,63,7500,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1158,1158,GasA,5,Y,4,1158,0,0,1158,0,0,1,1,3,1,4,5,5,0,0,NA,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,NA,0,8,2009,WD ,143500
